time,filename,prediction,target,avg_brightness,contrast,sharpness
2026-01-22T18:54:49.679949+00:00,data/raw/Training/glioma/Tr-glTr_0000.jpg,0,glioma,31.38723373413086,43.35277163771223,18.20830535888672
2026-01-22T18:54:49.775797+00:00,data/raw/Training/glioma/Tr-glTr_0001.jpg,0,glioma,37.84490966796875,43.52771554184912,18.17947006225586
2026-01-22T18:54:49.869831+00:00,data/raw/Training/glioma/Tr-glTr_0002.jpg,0,glioma,36.035865783691406,40.89338932055658,18.895648956298828
2026-01-22T18:54:49.962910+00:00,data/raw/Training/glioma/Tr-glTr_0003.jpg,0,glioma,24.90619659423828,27.875719232167235,15.511180877685547
2026-01-22T18:54:50.066051+00:00,data/raw/Training/glioma/Tr-glTr_0004.jpg,0,glioma,32.08268356323242,33.501707963462735,17.88790512084961
2026-01-22T18:54:50.165570+00:00,data/raw/Training/glioma/Tr-glTr_0005.jpg,0,glioma,30.105083465576172,33.45932294454568,17.474712371826172
2026-01-22T18:54:50.261558+00:00,data/raw/Training/glioma/Tr-glTr_0006.jpg,0,glioma,23.669849395751953,23.960469549069032,13.447097778320312
2026-01-22T18:54:50.374027+00:00,data/raw/Training/glioma/Tr-glTr_0007.jpg,0,glioma,43.16818618774414,43.10178994974371,20.955448150634766
2026-01-22T18:54:50.468829+00:00,data/raw/Training/glioma/Tr-glTr_0008.jpg,0,glioma,31.939754486083984,33.155364175486845,17.023834228515625
2026-01-22T18:54:50.562943+00:00,data/raw/Training/glioma/Tr-glTr_0009.jpg,0,glioma,32.583030700683594,38.931757802219934,17.271682739257812
2026-01-22T18:54:50.661448+00:00,data/raw/Training/glioma/Tr-gl_0010.jpg,0,glioma,31.937728881835938,36.920626353340474,17.67676544189453
2026-01-22T18:54:50.793387+00:00,data/raw/Training/glioma/Tr-gl_0011.jpg,0,glioma,33.032962799072266,37.85670186143668,20.68292236328125
2026-01-22T18:54:50.886983+00:00,data/raw/Training/glioma/Tr-gl_0012.jpg,0,glioma,30.16924285888672,32.82858477198753,17.911205291748047
2026-01-22T18:54:50.979482+00:00,data/raw/Training/glioma/Tr-gl_0013.jpg,0,glioma,32.276756286621094,38.31252107511532,19.580947875976562
2026-01-22T18:54:51.071161+00:00,data/raw/Training/glioma/Tr-gl_0014.jpg,0,glioma,37.75404357910156,39.22081219064196,22.173851013183594
2026-01-22T18:54:51.165894+00:00,data/raw/Training/glioma/Tr-gl_0015.jpg,0,glioma,37.27499771118164,38.322538952526074,18.987289428710938
2026-01-22T18:54:51.267066+00:00,data/raw/Training/glioma/Tr-gl_0016.jpg,0,glioma,33.55182647705078,40.95610301079351,19.26801300048828
2026-01-22T18:54:51.361325+00:00,data/raw/Training/glioma/Tr-gl_0017.jpg,0,glioma,37.167747497558594,41.583673506329006,19.08761215209961
2026-01-22T18:54:51.448449+00:00,data/raw/Training/glioma/Tr-gl_0018.jpg,0,glioma,31.004066467285156,34.4278690372675,15.694290161132812
2026-01-22T18:54:51.543415+00:00,data/raw/Training/glioma/Tr-gl_0019.jpg,0,glioma,37.954132080078125,39.168781609523506,21.57900619506836
2026-01-22T18:54:51.677880+00:00,data/raw/Training/glioma/Tr-gl_0020.jpg,0,glioma,41.694793701171875,43.36586025606383,22.795398712158203
2026-01-22T18:54:51.820173+00:00,data/raw/Training/glioma/Tr-gl_0021.jpg,0,glioma,35.42555236816406,42.16569636398389,16.050724029541016
2026-01-22T18:54:51.927496+00:00,data/raw/Training/glioma/Tr-gl_0022.jpg,0,glioma,48.358367919921875,46.35565684854698,21.134632110595703
2026-01-22T18:54:52.025353+00:00,data/raw/Training/glioma/Tr-gl_0023.jpg,0,glioma,33.49123764038086,37.37004785667154,17.760250091552734
2026-01-22T18:54:52.127317+00:00,data/raw/Training/glioma/Tr-gl_0024.jpg,0,glioma,41.605770111083984,43.71821290966894,17.49325942993164
2026-01-22T18:54:52.231309+00:00,data/raw/Training/glioma/Tr-gl_0025.jpg,0,glioma,40.005104064941406,38.442442297837225,21.431114196777344
2026-01-22T18:54:52.330401+00:00,data/raw/Training/glioma/Tr-gl_0026.jpg,0,glioma,30.447795867919922,32.75734829684778,17.499828338623047
